      az(d)       el(d) polygon_ids
-176.000000   72.000000  7
-174.000000   72.000000  7
-172.000000   72.000000  7
-170.000000   72.000000  7
-168.000000   72.000000  7
-166.000000   72.000000  7
-164.000000   72.000000  7
-162.000000   72.000000  7
-160.000000   72.000000  7
-158.000000   72.000000  7
-156.000000   72.000000  7
-154.000000   72.000000  7
-152.000000   72.000000  7
-150.000000   72.000000  7
-148.000000   72.000000  7
-146.000000   72.000000  7
-144.000000   72.000000  7
-142.000000   72.000000  7
-140.000000   72.000000  7
-138.000000   72.000000  7
-136.000000   72.000000  7
-134.000000   72.000000  7
-132.000000   72.000000  7
-130.000000   72.000000  7
-128.000000   72.000000  7
-126.000000   72.000000  7
-124.000000   72.000000  7
-122.000000   72.000000  7
-120.000000   72.000000  7
-118.000000   72.000000  7
-116.000000   72.000000  7
-114.000000   72.000000  7
-112.000000   72.000000  7
-110.000000   72.000000  7
-108.000000   72.000000  7
-106.000000   72.000000  7
-104.000000   72.000000  7
-102.000000   72.000000  7
-100.000000   72.000000  7
 -98.000000   72.000000  7
 -96.000000   72.000000  7
 -94.000000   72.000000  7
 -92.000000   72.000000  7
 -90.000000   72.000000  8
 -88.000000   72.000000  8
 -86.000000   72.000000  8
 -84.000000   72.000000  8
 -82.000000   72.000000  8
 -80.000000   72.000000  8
 -78.000000   72.000000  8
 -76.000000   72.000000  8
 -74.000000   72.000000  8
 -72.000000   72.000000  8
 -70.000000   72.000000  8
 -68.000000   72.000000  8
 -66.000000   72.000000  8
 -64.000000   72.000000  8
 -62.000000   72.000000  8
 -60.000000   72.000000  8
 -58.000000   72.000000  8
 -56.000000   72.000000  8
 -54.000000   72.000000  8
 -52.000000   72.000000  8
 -50.000000   72.000000  8
 -48.000000   72.000000  8
 -46.000000   72.000000  8
 -44.000000   72.000000  8
 -42.000000   72.000000  8
 -40.000000   72.000000  8
 -38.000000   72.000000  8
 -36.000000   72.000000  8
 -34.000000   72.000000  8
 -32.000000   72.000000  8
 -30.000000   72.000000  8
 -28.000000   72.000000  8
 -26.000000   72.000000  8
 -24.000000   72.000000  8
 -22.000000   72.000000  8
 -20.000000   72.000000  8
 -18.000000   72.000000  8
 -16.000000   72.000000  8
 -14.000000   72.000000  8
 -12.000000   72.000000  8
 -10.000000   72.000000  8
  -8.000000   72.000000  8
  -6.000000   72.000000  8
  -4.000000   72.000000  8
  -2.000000   72.000000  8
   0.000000   72.000000  5
   2.000000   72.000000  5
   4.000000   72.000000  5
   6.000000   72.000000  5
   8.000000   72.000000  5
  10.000000   72.000000  5
  12.000000   72.000000  5
  14.000000   72.000000  5
  16.000000   72.000000  5
  18.000000   72.000000  5
  20.000000   72.000000  5
  22.000000   72.000000  5
  24.000000   72.000000  5
  26.000000   72.000000  5
  28.000000   72.000000  5
  30.000000   72.000000  5
  32.000000   72.000000  5
  34.000000   72.000000  5
  36.000000   72.000000  5
  38.000000   72.000000  5
  40.000000   72.000000  5
  42.000000   72.000000  5
  44.000000   72.000000  5
  46.000000   72.000000  5
  48.000000   72.000000  5
  50.000000   72.000000  5
  52.000000   72.000000  5
  54.000000   72.000000  5
  56.000000   72.000000  5
  58.000000   72.000000  5
  60.000000   72.000000  5
  62.000000   72.000000  5
  64.000000   72.000000  5
  66.000000   72.000000  5
  68.000000   72.000000  5
  70.000000   72.000000  5
  72.000000   72.000000  5
  74.000000   72.000000  5
  76.000000   72.000000  5
  78.000000   72.000000  5
  80.000000   72.000000  5
  82.000000   72.000000  5
  84.000000   72.000000  5
  86.000000   72.000000  5
  88.000000   72.000000  5
  90.000000   72.000000  6
  92.000000   72.000000  6
  94.000000   72.000000  6
  96.000000   72.000000  6
  98.000000   72.000000  6
 100.000000   72.000000  6
 102.000000   72.000000  6
 104.000000   72.000000  6
 106.000000   72.000000  6
 108.000000   72.000000  6
 110.000000   72.000000  6
 112.000000   72.000000  6
 114.000000   72.000000  6
 116.000000   72.000000  6
 118.000000   72.000000  6
 120.000000   72.000000  6
 122.000000   72.000000  6
 124.000000   72.000000  6
 126.000000   72.000000  6
 128.000000   72.000000  6
 130.000000   72.000000  6
 132.000000   72.000000  6
 134.000000   72.000000  6
 136.000000   72.000000  6
 138.000000   72.000000  6
 140.000000   72.000000  6
 142.000000   72.000000  6
 144.000000   72.000000  6
 146.000000   72.000000  6
 148.000000   72.000000  6
 150.000000   72.000000  6
 152.000000   72.000000  6
 154.000000   72.000000  6
 156.000000   72.000000  6
 158.000000   72.000000  6
 160.000000   72.000000  6
 162.000000   72.000000  6
 164.000000   72.000000  6
 166.000000   72.000000  6
 168.000000   72.000000  6
 170.000000   72.000000  6
 172.000000   72.000000  6
 174.000000   72.000000  6
 176.000000   72.000000  6
 178.000000   72.000000  6
 180.000000   72.000000  7
-180.000000   74.000000  7
-178.000000   74.000000  7
-176.000000   74.000000  7
-174.000000   74.000000  7
-172.000000   74.000000  7
-170.000000   74.000000  7
-168.000000   74.000000  7
-166.000000   74.000000  7
-164.000000   74.000000  7
-162.000000   74.000000  7
-160.000000   74.000000  7
-158.000000   74.000000  7
-156.000000   74.000000  7
-154.000000   74.000000  7
-152.000000   74.000000  7
-150.000000   74.000000  7
-148.000000   74.000000  7
-146.000000   74.000000  7
-144.000000   74.000000  7
-142.000000   74.000000  7
-140.000000   74.000000  7
-138.000000   74.000000  7
-136.000000   74.000000  7
-134.000000   74.000000  7
-132.000000   74.000000  7
-130.000000   74.000000  7
-128.000000   74.000000  7
-126.000000   74.000000  7
-124.000000   74.000000  7
-122.000000   74.000000  7
-120.000000   74.000000  7
-118.000000   74.000000  7
-116.000000   74.000000  7
-114.000000   74.000000  7
-112.000000   74.000000  7
-110.000000   74.000000  7
-108.000000   74.000000  7
-106.000000   74.000000  7
-104.000000   74.000000  7
-102.000000   74.000000  7
-100.000000   74.000000  7
 -98.000000   74.000000  7
 -96.000000   74.000000  7
 -94.000000   74.000000  7
 -92.000000   74.000000  7
 -90.000000   74.000000  8
 -88.000000   74.000000  8
 -86.000000   74.000000  8
 -84.000000   74.000000  8
 -82.000000   74.000000  8
 -80.000000   74.000000  8
 -78.000000   74.000000  8
 -76.000000   74.000000  8
 -74.000000   74.000000  8
 -72.000000   74.000000  8
 -70.000000   74.000000  8
 -68.000000   74.000000  8
 -66.000000   74.000000  8
 -64.000000   74.000000  8
 -62.000000   74.000000  8
 -60.000000   74.000000  8
 -58.000000   74.000000  8
 -56.000000   74.000000  8
 -54.000000   74.000000  8
 -52.000000   74.000000  8
 -50.000000   74.000000  8
 -48.000000   74.000000  8
 -46.000000   74.000000  8
 -44.000000   74.000000  8
 -42.000000   74.000000  8
 -40.000000   74.000000  8
 -38.000000   74.000000  8
 -36.000000   74.000000  8
 -34.000000   74.000000  8
 -32.000000   74.000000  8
 -30.000000   74.000000  8
 -28.000000   74.000000  8
 -26.000000   74.000000  8
 -24.000000   74.000000  8
 -22.000000   74.000000  8
 -20.000000   74.000000  8
 -18.000000   74.000000  8
 -16.000000   74.000000  8
 -14.000000   74.000000  8
 -12.000000   74.000000  8
 -10.000000   74.000000  8
  -8.000000   74.000000  8
  -6.000000   74.000000  8
  -4.000000   74.000000  8
  -2.000000   74.000000  8
   0.000000   74.000000
   2.000000   74.000000  5
   4.000000   74.000000  5
   6.000000   74.000000  5
   8.000000   74.000000  5
  10.000000   74.000000  5
  12.000000   74.000000  5
  14.000000   74.000000  5
  16.000000   74.000000  5
  18.000000   74.000000  5
  20.000000   74.000000  5
  22.000000   74.000000  5
  24.000000   74.000000  5
  26.000000   74.000000  5
  28.000000   74.000000  5
  30.000000   74.000000  5
  32.000000   74.000000  5
  34.000000   74.000000  5
  36.000000   74.000000  5
  38.000000   74.000000  5
  40.000000   74.000000  5
  42.000000   74.000000  5
  44.000000   74.000000  5
  46.000000   74.000000  5
  48.000000   74.000000  5
  50.000000   74.000000  5
  52.000000   74.000000  5
  54.000000   74.000000  5
  56.000000   74.000000  5
  58.000000   74.000000  5
  60.000000   74.000000  5
  62.000000   74.000000  5
  64.000000   74.000000  5
  66.000000   74.000000  5
  68.000000   74.000000  5
  70.000000   74.000000  5
  72.000000   74.000000  5
  74.000000   74.000000  5
  76.000000   74.000000  5
  78.000000   74.000000  5
  80.000000   74.000000  5
  82.000000   74.000000  5
  84.000000   74.000000  5
  86.000000   74.000000  5
  88.000000   74.000000  5
  90.000000   74.000000
  92.000000   74.000000  6
  94.000000   74.000000  6
  96.000000   74.000000  6
  98.000000   74.000000  6
 100.000000   74.000000  6
 102.000000   74.000000  6
 104.000000   74.000000  6
 106.000000   74.000000  6
 108.000000   74.000000  6
 110.000000   74.000000  6
 112.000000   74.000000  6
 114.000000   74.000000  6
 116.000000   74.000000  6
 118.000000   74.000000  6
 120.000000   74.000000  6
 122.000000   74.000000  6
 124.000000   74.000000  6
 126.000000   74.000000  6
 128.000000   74.000000  6
 130.000000   74.000000  6
 132.000000   74.000000  6
 134.000000   74.000000  6
 136.000000   74.000000  6
 138.000000   74.000000  6
 140.000000   74.000000  6
 142.000000   74.000000  6
 144.000000   74.000000  6
 146.000000   74.000000  6
 148.000000   74.000000  6
 150.000000   74.000000  6
 152.000000   74.000000  6
 154.000000   74.000000  6
 156.000000   74.000000  6
 158.000000   74.000000  6
 160.000000   74.000000  6
 162.000000   74.000000  6
 164.000000   74.000000  6
 166.000000   74.000000  6
 168.000000   74.000000  6
 170.000000   74.000000  6
 172.000000   74.000000  6
 174.000000   74.000000  6
 176.000000   74.000000  6
 178.000000   74.000000  6
 180.000000   74.000000
-180.000000   76.000000  7
-178.000000   76.000000  7
-176.000000   76.000000  7
-174.000000   76.000000  7
-172.000000   76.000000  7
-170.000000   76.000000  7
-168.000000   76.000000  7
-166.000000   76.000000  7
-164.000000   76.000000  7
-162.000000   76.000000  7
-160.000000   76.000000  7
-158.000000   76.000000  7
-156.000000   76.000000  7
-154.000000   76.000000  7
-152.000000   76.000000  7
-150.000000   76.000000  7
-148.000000   76.000000  7
-146.000000   76.000000  7
-144.000000   76.000000  7
-142.000000   76.000000  7
-140.000000   76.000000  7
-138.000000   76.000000  7
-136.000000   76.000000  7
-134.000000   76.000000  7
-132.000000   76.000000  7
-130.000000   76.000000  7
-128.000000   76.000000  7
-126.000000   76.000000  7
-124.000000   76.000000  7
-122.000000   76.000000  7
-120.000000   76.000000  7
-118.000000   76.000000  7
-116.000000   76.000000  7
-114.000000   76.000000  7
-112.000000   76.000000  7
-110.000000   76.000000  7
-108.000000   76.000000  7
-106.000000   76.000000  7
-104.000000   76.000000  7
-102.000000   76.000000  7
-100.000000   76.000000  7
 -98.000000   76.000000  7
 -96.000000   76.000000  7
 -94.000000   76.000000  7
 -92.000000   76.000000  7
 -90.000000   76.000000  8
 -88.000000   76.000000  8
 -86.000000   76.000000  8
 -84.000000   76.000000  8
 -82.000000   76.000000  8
 -80.000000   76.000000  8
 -78.000000   76.000000  8
 -76.000000   76.000000  8
 -74.000000   76.000000  8
 -72.000000   76.000000  8
 -70.000000   76.000000  8
 -68.000000   76.000000  8
 -66.000000   76.000000  8
 -64.000000   76.000000  8
 -62.000000   76.000000  8
 -60.000000   76.000000  8
 -58.000000   76.000000  8
 -56.000000   76.000000  8
 -54.000000   76.000000  8
 -52.000000   76.000000  8
 -50.000000   76.000000  8
 -48.000000   76.000000  8
 -46.000000   76.000000  8
 -44.000000   76.000000  8
 -42.000000   76.000000  8
 -40.000000   76.000000  8
 -38.000000   76.000000  8
 -36.000000   76.000000  8
 -34.000000   76.000000  8
 -32.000000   76.000000  8
 -30.000000   76.000000  8
 -28.000000   76.000000  8
 -26.000000   76.000000  8
 -24.000000   76.000000  8
 -22.000000   76.000000  8
 -20.000000   76.000000  8
 -18.000000   76.000000  8
 -16.000000   76.000000  8
 -14.000000   76.000000  8
 -12.000000   76.000000  8
 -10.000000   76.000000  8
  -8.000000   76.000000  8
  -6.000000   76.000000  8
  -4.000000   76.000000  8
  -2.000000   76.000000  8
   0.000000   76.000000  5
   2.000000   76.000000  5
   4.000000   76.000000  5
   6.000000   76.000000  5
   8.000000   76.000000  5
  10.000000   76.000000  5
  12.000000   76.000000  5
  14.000000   76.000000  5
  16.000000   76.000000  5
  18.000000   76.000000  5
  20.000000   76.000000  5
  22.000000   76.000000  5
  24.000000   76.000000  5
  26.000000   76.000000  5
  28.000000   76.000000  5
  30.000000   76.000000  5
  32.000000   76.000000  5
  34.000000   76.000000  5
  36.000000   76.000000  5
  38.000000   76.000000  5
  40.000000   76.000000  5
  42.000000   76.000000  5
  44.000000   76.000000  5
  46.000000   76.000000  5
  48.000000   76.000000  5
  50.000000   76.000000  5
  52.000000   76.000000  5
  54.000000   76.000000  5
  56.000000   76.000000  5
  58.000000   76.000000  5
  60.000000   76.000000  5
  62.000000   76.000000  5
  64.000000   76.000000  5
  66.000000   76.000000  5
  68.000000   76.000000  5
  70.000000   76.000000  5
  72.000000   76.000000  5
  74.000000   76.000000  5
  76.000000   76.000000  5
  78.000000   76.000000  5
  80.000000   76.000000  5
  82.000000   76.000000  5
  84.000000   76.000000  5
  86.000000   76.000000  5
  88.000000   76.000000  5
  90.000000   76.000000  6
  92.000000   76.000000  6
  94.000000   76.000000  6
  96.000000   76.000000  6
  98.000000   76.000000  6
 100.000000   76.000000  6
 102.000000   76.000000  6
 104.000000   76.000000  6
 106.000000   76.000000  6
 108.000000   76.000000  6
 110.000000   76.000000  6
 112.000000   76.000000  6
 114.000000   76.000000  6
 116.000000   76.000000  6
 118.000000   76.000000  6
 120.000000   76.000000  6
 122.000000   76.000000  6
 124.000000   76.000000  6
 126.000000   76.000000  6
 128.000000   76.000000  6
 130.000000   76.000000  6
 132.000000   76.000000  6
 134.000000   76.000000  6
 136.000000   76.000000  6
 138.000000   76.000000  6
 140.000000   76.000000  6
 142.000000   76.000000  6
 144.000000   76.000000  6
 146.000000   76.000000  6
 148.000000   76.000000  6
 150.000000   76.000000  6
 152.000000   76.000000  6
 154.000000   76.000000  6
 156.000000   76.000000  6
 158.000000   76.000000  6
 160.000000   76.000000  6
 162.000000   76.000000  6
 164.000000   76.000000  6
 166.000000   76.000000  6
 168.000000   76.000000  6
 170.000000   76.000000  6
 172.000000   76.000000  6
 174.000000   76.000000  6
 176.000000   76.000000  6
 178.000000   76.000000  6
 180.000000   76.000000  7
-180.000000   78.000000  7
-178.000000   78.000000  7
-176.000000   78.000000  7
-174.000000   78.000000  7
-172.000000   78.000000  7
-170.000000   78.000000  7
-168.000000   78.000000  7
-166.000000   78.000000  7
-164.000000   78.000000  7
-162.000000   78.000000  7
-160.000000   78.000000  7
-158.000000   78.000000  7
-156.000000   78.000000  7
-154.000000   78.000000  7
-152.000000   78.000000  7
-150.000000   78.000000  7
-148.000000   78.000000  7
-146.000000   78.000000  7
-144.000000   78.000000  7
-142.000000   78.000000  7
-140.000000   78.000000  7
-138.000000   78.000000  7
-136.000000   78.000000  7
-134.000000   78.000000  7
-132.000000   78.000000  7
-130.000000   78.000000  7
-128.000000   78.000000  7
-126.000000   78.000000  7
-124.000000   78.000000  7
-122.000000   78.000000  7
-120.000000   78.000000  7
-118.000000   78.000000  7
-116.000000   78.000000  7
-114.000000   78.000000  7
-112.000000   78.000000  7
-110.000000   78.000000  7
-108.000000   78.000000  7
-106.000000   78.000000  7
-104.000000   78.000000  7
-102.000000   78.000000  7
-100.000000   78.000000  7
 -98.000000   78.000000  7
 -96.000000   78.000000  7
 -94.000000   78.000000  7
 -92.000000   78.000000  7
 -90.000000   78.000000  8
 -88.000000   78.000000  8
 -86.000000   78.000000  8
 -84.000000   78.000000  8
 -82.000000   78.000000  8
 -80.000000   78.000000  8
 -78.000000   78.000000  8
 -76.000000   78.000000  8
 -74.000000   78.000000  8
 -72.000000   78.000000  8
 -70.000000   78.000000  8
 -68.000000   78.000000  8
 -66.000000   78.000000  8
 -64.000000   78.000000  8
 -62.000000   78.000000  8
 -60.000000   78.000000  8
 -58.000000   78.000000  8
 -56.000000   78.000000  8
 -54.000000   78.000000  8
 -52.000000   78.000000  8
 -50.000000   78.000000  8
 -48.000000   78.000000  8
 -46.000000   78.000000  8
 -44.000000   78.000000  8
 -42.000000   78.000000  8
 -40.000000   78.000000  8
 -38.000000   78.000000  8
 -36.000000   78.000000  8
 -34.000000   78.000000  8
